doc_rank	rank	affiliation	firstname	initials	lastname
47	3	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.	Jintaek	J	Kim
47	4	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Harvard Medical School, Boston, MA."	Donna E	DE	Leet
47	5	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Harvard Medical School, Boston, MA."	David J	DJ	Bozym
47	6	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.	Christina	C	Chen
47	7	Broad Institute of MIT and Harvard, Cambridge, MA.	Louise	L	Williams
47	8	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Broad Institute of MIT and Harvard, Cambridge, MA.
Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA."	Sachet A	SA	Shukla
47	9	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.	Wandi	W	Zhang
47	10	Broad Institute of MIT and Harvard, Cambridge, MA.	Diana	D	Tabbaa
47	11	Broad Institute of MIT and Harvard, Cambridge, MA.	Scott	S	Steelman
47	12	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.	Oriol	O	Olive
47	13	Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA.	Kenneth J	KJ	Livak
47	14	Department of Immunology, University of Toyama, Toyama, Japan.	Hiroyuki	H	Kishi
47	15	Department of Immunology, University of Toyama, Toyama, Japan.	Atsushi	A	Muraguchi
47	16	Department of Pathology, Brigham and Women's Hospital, Boston, MA.	Indira	I	Guleria
47	17	Department of Pathology, Brigham and Women's Hospital, Boston, MA.	Jonathan	J	Stevens
47	18	"Harvard Medical School, Boston, MA.
Department of Pathology, Brigham and Women's Hospital, Boston, MA."	William J	WJ	Lane
47	19	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.	Ute E	UE	Burkhardt
47	20	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Broad Institute of MIT and Harvard, Cambridge, MA."	Edward F	EF	Fritsch
47	21	Department of Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, MA.	Donna	D	Neuberg
47	22	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Harvard Medical School, Boston, MA.
Department of Medicine, Brigham and Women's Hospital, Boston, MA; and."	Patrick A	PA	Ott
47	23	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Harvard Medical School, Boston, MA.
Broad Institute of MIT and Harvard, Cambridge, MA.
Department of Medicine, Brigham and Women's Hospital, Boston, MA; and."	Derin B	DB	Keskin
47	24	"Harvard Medical School, Boston, MA.
Broad Institute of MIT and Harvard, Cambridge, MA.
Massachusetts General Hospital, Boston, MA."	Nir	N	Hacohen
47	25	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA.
Harvard Medical School, Boston, MA.
Broad Institute of MIT and Harvard, Cambridge, MA.
Department of Medicine, Brigham and Women's Hospital, Boston, MA; and."	Catherine J	CJ	Wu
48	0	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Yelena Y	YY	Janjigian
48	1	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Johanna	J	Bendell
48	2	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Emiliano	E	Calvo
48	3	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Joseph W	JW	Kim
48	4	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Paolo A	PA	Ascierto
48	5	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Padmanee	P	Sharma
48	6	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Patrick A	PA	Ott
48	7	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Katriina	K	Peltola
48	8	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Dirk	D	Jaeger
48	9	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Jeffry	J	Evans
48	10	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Filippo	F	de Braud
48	11	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Ian	I	Chau
48	12	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Christopher T	CT	Harbison
48	13	Yelena Y. Janjigian, Memorial Sloan Kettering Cancer Center and Weill Cornell Medical College, New York, NY; Johanna Bendell, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN; Emiliano Calvo, START Madrid, Centro Integral Oncológico Clara Campal, Madrid, Spain; Joseph W. Kim, Yale Cancer Center, New Haven, CT; Paolo A. Ascierto, Istituto Nazionale Tumori IRCCS Fondazione Pascale, Naples; Filippo de Braud, Fondazione IRCCS Istituto Nazionale dei Tumori and University of Milan, Milan, Italy; Padmanee Sharma, The University of Texas MD Anderson Cancer Center, Houston, TX; Patrick A. Ott, Dana-Farber Cancer Institute, Boston, MA; Katriina Peltola, Docrates Cancer Center, Helsinki, Finland; Dirk Jaeger, University Hospital Heidelberg, Heidelberg, Germany; Jeffry Evans, University of Glasgow, Glasgow; Ian Chau, Royal Marsden Hospital, London and Surrey, United Kingdom; Christopher T. Harbison, Cecile Dorange, Marina Tschaika, Bristol-Myers Squibb, Princeton, NJ; and Dung T. Le, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD.	Cecile	C	Dorange
